"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","Deck","HasCabin","Fam","IsAlone","Adult"
"297",0,3,"male",23.5,0,0,7.2292,"C","Mr","Z",0,1,1,1
"298",0,1,"female",2,1,2,151.55,"S","Miss","C",1,4,0,0
"299",1,1,"male",37,0,0,30.5,"S","Mr","C",1,1,1,1
"300",1,1,"female",50,0,1,247.5208,"C","Mrs","B",1,2,0,1
"301",1,3,"female",19,0,0,7.75,"Q","Miss","Z",0,1,1,1
"302",1,3,"male",26,2,0,23.25,"Q","Mr","Z",0,3,0,1
"303",0,3,"male",19,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"304",1,2,"female",27,0,0,12.35,"Q","Miss","E",1,1,1,1
"305",0,3,"male",31,0,0,8.05,"S","Mr","Z",0,1,1,1
"306",1,1,"male",0.92,1,2,151.55,"S","Master","C",1,4,0,0
"307",1,1,"female",23,0,0,110.8833,"C","Miss","Z",0,1,1,1
"308",1,1,"female",17,1,0,108.9,"C","Mrs","C",1,2,0,0
"309",0,2,"male",30,1,0,24,"C","Mr","Z",0,2,0,1
"310",1,1,"female",30,0,0,56.9292,"C","Miss","E",1,1,1,1
"311",1,1,"female",24,0,0,83.1583,"C","Miss","C",1,1,1,1
"312",1,1,"female",18,2,2,262.375,"C","Miss","B",1,5,0,1
"313",0,2,"female",26,1,1,26,"S","Mrs","Z",0,3,0,1
"314",0,3,"male",28,0,0,7.8958,"S","Mr","Z",0,1,1,1
"315",0,2,"male",43,1,1,26.25,"S","Mr","Z",0,3,0,1
"316",1,3,"female",26,0,0,7.8542,"S","Miss","Z",0,1,1,1
"317",1,2,"female",24,1,0,26,"S","Mrs","Z",0,2,0,1
"318",0,2,"male",54,0,0,14,"S","Mr","Z",0,1,1,1
"319",1,1,"female",31,0,2,164.8667,"S","Miss","C",1,3,0,1
"320",1,1,"female",40,1,1,134.5,"C","Mrs","E",1,3,0,1
"321",0,3,"male",22,0,0,7.25,"S","Mr","Z",0,1,1,1
"322",0,3,"male",27,0,0,7.8958,"S","Mr","Z",0,1,1,1
"323",1,2,"female",30,0,0,12.35,"Q","Miss","Z",0,1,1,1
"324",1,2,"female",22,1,1,29,"S","Mrs","Z",0,3,0,1
"325",0,3,"male",24,8,2,69.55,"S","Mr","Z",0,11,0,1
"326",1,1,"female",36,0,0,135.6333,"C","Miss","C",1,1,1,1
"327",0,3,"male",61,0,0,6.2375,"S","Mr","Z",0,1,1,1
"328",1,2,"female",36,0,0,13,"S","Mrs","D",1,1,1,1
"329",1,3,"female",31,1,1,20.525,"S","Mrs","Z",0,3,0,1
"330",1,1,"female",16,0,1,57.9792,"C","Miss","B",1,2,0,0
"331",1,3,"female",18,2,0,23.25,"Q","Miss","Z",0,3,0,1
"332",0,1,"male",45.5,0,0,28.5,"S","Mr","C",1,1,1,1
"333",0,1,"male",38,0,1,153.4625,"S","Mr","C",1,2,0,1
"334",0,3,"male",16,2,0,18,"S","Mr","Z",0,3,0,0
"335",1,1,"female",39,1,0,133.65,"S","Mrs","Z",0,2,0,1
"336",0,3,"male",22,0,0,7.8958,"S","Mr","Z",0,1,1,1
"337",0,1,"male",29,1,0,66.6,"S","Mr","C",1,2,0,1
"338",1,1,"female",41,0,0,134.5,"C","Miss","E",1,1,1,1
"339",1,3,"male",45,0,0,8.05,"S","Mr","Z",0,1,1,1
"340",0,1,"male",45,0,0,35.5,"S","Mr","Z",1,1,1,1
"341",1,2,"male",2,1,1,26,"S","Master","F",1,3,0,0
"342",1,1,"female",24,3,2,263,"S","Miss","C",1,6,0,1
"343",0,2,"male",28,0,0,13,"S","Mr","Z",0,1,1,1
"344",0,2,"male",25,0,0,13,"S","Mr","Z",0,1,1,1
"345",0,2,"male",36,0,0,13,"S","Mr","Z",0,1,1,1
"346",1,2,"female",24,0,0,13,"S","Miss","F",1,1,1,1
"347",1,2,"female",40,0,0,13,"S","Miss","Z",0,1,1,1
"348",1,3,"female",15,1,0,16.1,"S","Mrs","Z",0,2,0,0
"349",1,3,"male",3,1,1,15.9,"S","Master","Z",0,3,0,0
"350",0,3,"male",42,0,0,8.6625,"S","Mr","Z",0,1,1,1
"351",0,3,"male",23,0,0,9.225,"S","Mr","Z",0,1,1,1
"352",0,1,"male",51,0,0,35,"S","Mr","C",1,1,1,1
"353",0,3,"male",15,1,1,7.2292,"C","Mr","Z",0,3,0,0
"354",0,3,"male",25,1,0,17.8,"S","Mr","Z",0,2,0,1
"355",0,3,"male",19,0,0,7.225,"C","Mr","Z",0,1,1,1
"356",0,3,"male",28,0,0,9.5,"S","Mr","Z",0,1,1,1
"357",1,1,"female",22,0,1,55,"S","Miss","E",1,2,0,1
"358",0,2,"female",38,0,0,13,"S","Miss","Z",0,1,1,1
"359",1,3,"female",14.5,0,0,7.8792,"Q","Miss","Z",0,1,1,0
"360",1,3,"female",14.5,0,0,7.8792,"Q","Miss","Z",0,1,1,0
"361",0,3,"male",40,1,4,27.9,"S","Mr","Z",0,6,0,1
"362",0,2,"male",29,1,0,27.7208,"C","Mr","Z",0,2,0,1
"363",0,3,"female",45,0,1,14.4542,"C","Mrs","Z",0,2,0,1
"364",0,3,"male",35,0,0,7.05,"S","Mr","Z",0,1,1,1
"365",0,3,"male",63,1,0,15.5,"Q","Mr","Z",0,2,0,1
"366",0,3,"male",30,0,0,7.25,"S","Mr","Z",0,1,1,1
"367",1,1,"female",60,1,0,75.25,"C","Mrs","D",1,2,0,1
"368",1,3,"female",24,0,0,7.2292,"C","Mrs","Z",0,1,1,1
"369",1,3,"female",14,0,0,7.75,"Q","Miss","Z",0,1,1,0
"370",1,1,"female",24,0,0,69.3,"C","Mrs","B",1,1,1,1
"371",1,1,"male",25,1,0,55.4417,"C","Mr","E",1,2,0,1
"372",0,3,"male",18,1,0,6.4958,"S","Mr","Z",0,2,0,1
"373",0,3,"male",19,0,0,8.05,"S","Mr","Z",0,1,1,1
"374",0,1,"male",22,0,0,135.6333,"C","Mr","Z",0,1,1,1
"375",0,3,"female",3,3,1,21.075,"S","Miss","Z",0,5,0,0
"376",1,1,"female",51,1,0,82.1708,"C","Mrs","Z",0,2,0,1
"377",1,3,"female",22,0,0,7.25,"S","Miss","Z",0,1,1,1
"378",0,1,"male",27,0,2,211.5,"C","Mr","C",1,3,0,1
"379",0,3,"male",20,0,0,4.0125,"C","Mr","Z",0,1,1,1
"380",0,3,"male",19,0,0,7.775,"S","Mr","Z",0,1,1,1
"381",1,1,"female",42,0,0,227.525,"C","Miss","Z",0,1,1,1
"382",1,3,"female",1,0,2,15.7417,"C","Miss","Z",0,3,0,0
"383",0,3,"male",32,0,0,7.925,"S","Mr","Z",0,1,1,1
"384",1,1,"female",35,1,0,52,"S","Mrs","Z",0,2,0,1
"385",0,3,"male",31,0,0,7.8958,"S","Mr","Z",0,1,1,1
"386",0,2,"male",18,0,0,73.5,"S","Mr","Z",0,1,1,1
"387",0,3,"male",1,5,2,46.9,"S","Master","Z",0,8,0,0
"388",1,2,"female",36,0,0,13,"S","Miss","Z",0,1,1,1
"389",0,3,"male",36,0,0,7.7292,"Q","Mr","Z",0,1,1,1
"390",1,2,"female",17,0,0,12,"C","Miss","Z",0,1,1,0
"391",1,1,"male",36,1,2,120,"S","Mr","B",1,4,0,1
"392",1,3,"male",21,0,0,7.7958,"S","Mr","Z",0,1,1,1
"393",0,3,"male",28,2,0,7.925,"S","Mr","Z",0,3,0,1
"394",1,1,"female",23,1,0,113.275,"C","Miss","D",1,2,0,1
"395",1,3,"female",24,0,2,16.7,"S","Mrs","G",1,3,0,1
"396",0,3,"male",22,0,0,7.7958,"S","Mr","Z",0,1,1,1
"397",0,3,"female",31,0,0,7.8542,"S","Miss","Z",0,1,1,1
"398",0,2,"male",46,0,0,26,"S","Mr","Z",0,1,1,1
"399",0,2,"male",23,0,0,10.5,"S","Mr","Z",0,1,1,1
"400",1,2,"female",28,0,0,12.65,"S","Mrs","Z",0,1,1,1
"401",1,3,"male",39,0,0,7.925,"S","Mr","Z",0,1,1,1
"402",0,3,"male",26,0,0,8.05,"S","Mr","Z",0,1,1,1
"403",0,3,"female",21,1,0,9.825,"S","Miss","Z",0,2,0,1
"404",0,3,"male",28,1,0,15.85,"S","Mr","Z",0,2,0,1
"405",0,3,"female",20,0,0,8.6625,"S","Miss","Z",0,1,1,1
"406",0,2,"male",34,1,0,21,"S","Mr","Z",0,2,0,1
"407",0,3,"male",51,0,0,7.75,"S","Mr","Z",0,1,1,1
"408",1,2,"male",3,1,1,18.75,"S","Master","Z",0,3,0,0
"409",0,3,"male",21,0,0,7.775,"S","Mr","Z",0,1,1,1
"410",0,3,"female",5,3,1,25.4667,"S","Miss","Z",0,5,0,0
"411",0,3,"male",18,0,0,7.8958,"S","Mr","Z",0,1,1,1
"412",0,3,"male",36,0,0,6.8583,"Q","Mr","Z",0,1,1,1
"413",1,1,"female",33,1,0,90,"Q","Miss","C",1,2,0,1
"414",0,2,"male",44,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"415",1,3,"male",44,0,0,7.925,"S","Mr","Z",0,1,1,1
"416",0,3,"female",29,0,0,8.05,"S","Mrs","Z",0,1,1,1
"417",1,2,"female",34,1,1,32.5,"S","Mrs","Z",0,3,0,1
"418",1,2,"female",18,0,2,13,"S","Miss","Z",0,3,0,1
"419",0,2,"male",30,0,0,13,"S","Mr","Z",0,1,1,1
"420",0,3,"female",10,0,2,24.15,"S","Miss","Z",0,3,0,0
"421",0,3,"male",36,0,0,7.8958,"C","Mr","Z",0,1,1,1
"422",0,3,"male",21,0,0,7.7333,"Q","Mr","Z",0,1,1,1
"423",0,3,"male",29,0,0,7.875,"S","Mr","Z",0,1,1,1
"424",0,3,"female",28,1,1,14.4,"S","Mrs","Z",0,3,0,1
"425",0,3,"male",18,1,1,20.2125,"S","Mr","Z",0,3,0,1
"426",0,3,"male",22,0,0,7.25,"S","Mr","Z",0,1,1,1
"427",1,2,"female",28,1,0,26,"S","Mrs","Z",0,2,0,1
"428",1,2,"female",19,0,0,26,"S","Mrs","Z",0,1,1,1
"429",0,3,"male",19,0,0,7.75,"Q","Mr","Z",0,1,1,1
"430",1,3,"male",32,0,0,8.05,"S","Mr","E",1,1,1,1
"431",1,1,"male",28,0,0,26.55,"S","Mr","C",1,1,1,1
"432",1,3,"female",22,1,0,16.1,"S","Mrs","Z",0,2,0,1
"433",1,2,"female",42,1,0,26,"S","Mrs","Z",0,2,0,1
"434",0,3,"male",17,0,0,7.125,"S","Mr","Z",0,1,1,0
"435",0,1,"male",50,1,0,55.9,"S","Mr","E",1,2,0,1
"436",1,1,"female",14,1,2,120,"S","Miss","B",1,4,0,0
"437",0,3,"female",21,2,2,34.375,"S","Miss","Z",0,5,0,1
"438",1,2,"female",24,2,3,18.75,"S","Mrs","Z",0,6,0,1
"439",0,1,"male",64,1,4,263,"S","Mr","C",1,6,0,1
"440",0,2,"male",31,0,0,10.5,"S","Mr","Z",0,1,1,1
"441",1,2,"female",45,1,1,26.25,"S","Mrs","Z",0,3,0,1
"442",0,3,"male",20,0,0,9.5,"S","Mr","Z",0,1,1,1
"443",0,3,"male",25,1,0,7.775,"S","Mr","Z",0,2,0,1
"444",1,2,"female",28,0,0,13,"S","Miss","Z",0,1,1,1
"445",1,3,"male",22,0,0,8.1125,"S","Mr","Z",0,1,1,1
"446",1,1,"male",4,0,2,81.8583,"S","Master","A",1,3,0,0
"447",1,2,"female",13,0,1,19.5,"S","Miss","Z",0,2,0,0
"448",1,1,"male",34,0,0,26.55,"S","Mr","Z",0,1,1,1
"449",1,3,"female",5,2,1,19.2583,"C","Miss","Z",0,4,0,0
"450",1,1,"male",52,0,0,30.5,"S","Mr","C",1,1,1,1
"451",0,2,"male",36,1,2,27.75,"S","Mr","Z",0,4,0,1
"452",0,3,"male",54,1,0,19.9667,"S","Mr","Z",0,2,0,1
"453",0,1,"male",30,0,0,27.75,"C","Mr","C",1,1,1,1
"454",1,1,"male",49,1,0,89.1042,"C","Mr","C",1,2,0,1
"455",0,3,"male",22,0,0,8.05,"S","Mr","Z",0,1,1,1
"456",1,3,"male",29,0,0,7.8958,"C","Mr","Z",0,1,1,1
"457",0,1,"male",65,0,0,26.55,"S","Mr","E",1,1,1,1
"458",1,1,"female",39,1,0,51.8625,"S","Mrs","D",1,2,0,1
"459",1,2,"female",50,0,0,10.5,"S","Miss","Z",0,1,1,1
"460",0,3,"male",36,0,0,7.75,"Q","Mr","Z",0,1,1,1
"461",1,1,"male",48,0,0,26.55,"S","Mr","E",1,1,1,1
"462",0,3,"male",34,0,0,8.05,"S","Mr","Z",0,1,1,1
"463",0,1,"male",47,0,0,38.5,"S","Mr","E",1,1,1,1
"464",0,2,"male",48,0,0,13,"S","Mr","Z",0,1,1,1
"465",0,3,"male",22,0,0,8.05,"S","Mr","Z",0,1,1,1
"466",0,3,"male",38,0,0,7.05,"S","Mr","Z",0,1,1,1
"467",0,2,"male",28,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"468",0,1,"male",56,0,0,26.55,"S","Mr","Z",0,1,1,1
"469",0,3,"male",31,0,0,7.725,"Q","Mr","Z",0,1,1,1
"470",1,3,"female",0.75,2,1,19.2583,"C","Miss","Z",0,4,0,0
"471",0,3,"male",18,0,0,7.25,"S","Mr","Z",0,1,1,1
"472",0,3,"male",38,0,0,8.6625,"S","Mr","Z",0,1,1,1
"473",1,2,"female",33,1,2,27.75,"S","Mrs","Z",0,4,0,1
"474",1,2,"female",23,0,0,13.7917,"C","Mrs","D",1,1,1,1
"475",0,3,"female",22,0,0,9.8375,"S","Miss","Z",0,1,1,1
"476",0,1,"male",65,0,0,52,"S","Mr","A",1,1,1,1
"477",0,2,"male",34,1,0,21,"S","Mr","Z",0,2,0,1
"478",0,3,"male",29,1,0,7.0458,"S","Mr","Z",0,2,0,1
"479",0,3,"male",22,0,0,7.5208,"S","Mr","Z",0,1,1,1
"480",1,3,"female",2,0,1,12.2875,"S","Miss","Z",0,2,0,0
"481",0,3,"male",9,5,2,46.9,"S","Master","Z",0,8,0,0
"482",0,2,"male",28,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"483",0,3,"male",50,0,0,8.05,"S","Mr","Z",0,1,1,1
"484",1,3,"female",63,0,0,9.5875,"S","Mrs","Z",0,1,1,1
"485",1,1,"male",25,1,0,91.0792,"C","Mr","B",1,2,0,1
"486",0,3,"female",5,3,1,25.4667,"S","Miss","Z",0,5,0,0
"487",1,1,"female",35,1,0,90,"S","Mrs","C",1,2,0,1
"488",0,1,"male",58,0,0,29.7,"C","Mr","B",1,1,1,1
"489",0,3,"male",30,0,0,8.05,"S","Mr","Z",0,1,1,1
"490",1,3,"male",9,1,1,15.9,"S","Master","Z",0,3,0,0
"491",0,3,"male",63,1,0,19.9667,"S","Mr","Z",0,2,0,1
"492",0,3,"male",21,0,0,7.25,"S","Mr","Z",0,1,1,1
"493",0,1,"male",55,0,0,30.5,"S","Mr","C",1,1,1,1
"494",0,1,"male",71,0,0,49.5042,"C","Mr","Z",0,1,1,1
"495",0,3,"male",21,0,0,8.05,"S","Mr","Z",0,1,1,1
"496",0,3,"male",22,0,0,14.4583,"C","Mr","Z",0,1,1,1
"497",1,1,"female",54,1,0,78.2667,"C","Miss","D",1,2,0,1
"498",0,3,"male",31,0,0,15.1,"S","Mr","Z",0,1,1,1
"499",0,1,"female",25,1,2,151.55,"S","Mrs","C",1,4,0,1
"500",0,3,"male",24,0,0,7.7958,"S","Mr","Z",0,1,1,1
"501",0,3,"male",17,0,0,8.6625,"S","Mr","Z",0,1,1,0
"502",0,3,"female",21,0,0,7.75,"Q","Miss","Z",0,1,1,1
"503",0,3,"female",14.5,0,0,7.6292,"Q","Miss","Z",0,1,1,0
"504",0,3,"female",37,0,0,9.5875,"S","Miss","Z",0,1,1,1
"505",1,1,"female",16,0,0,86.5,"S","Miss","B",1,1,1,0
"506",0,1,"male",18,1,0,108.9,"C","Mr","C",1,2,0,1
"507",1,2,"female",33,0,2,26,"S","Mrs","Z",0,3,0,1
"508",1,1,"male",38,0,0,26.55,"S","Mr","Z",0,1,1,1
"509",0,3,"male",28,0,0,22.525,"S","Mr","Z",0,1,1,1
"510",1,3,"male",26,0,0,56.4958,"S","Mr","Z",0,1,1,1
"511",1,3,"male",29,0,0,7.75,"Q","Mr","Z",0,1,1,1
"512",0,3,"male",18,0,0,8.05,"S","Mr","Z",0,1,1,1
"513",1,1,"male",36,0,0,26.2875,"S","Mr","E",1,1,1,1
"514",1,1,"female",54,1,0,59.4,"C","Mrs","Z",0,2,0,1
"515",0,3,"male",24,0,0,7.4958,"S","Mr","Z",0,1,1,1
"516",0,1,"male",47,0,0,34.0208,"S","Mr","D",1,1,1,1
"517",1,2,"female",34,0,0,10.5,"S","Mrs","F",1,1,1,1
"518",0,3,"male",31,0,0,24.15,"Q","Mr","Z",0,1,1,1
"519",1,2,"female",36,1,0,26,"S","Mrs","Z",0,2,0,1
"520",0,3,"male",32,0,0,7.8958,"S","Mr","Z",0,1,1,1
"521",1,1,"female",30,0,0,93.5,"S","Miss","B",1,1,1,1
"522",0,3,"male",22,0,0,7.8958,"S","Mr","Z",0,1,1,1
"523",0,3,"male",19,0,0,7.225,"C","Mr","Z",0,1,1,1
"524",1,1,"female",44,0,1,57.9792,"C","Mrs","B",1,2,0,1
"525",0,3,"male",18,0,0,7.2292,"C","Mr","Z",0,1,1,1
"526",0,3,"male",40.5,0,0,7.75,"Q","Mr","Z",0,1,1,1
"527",1,2,"female",50,0,0,10.5,"S","Miss","Z",0,1,1,1
"528",0,1,"male",37,0,0,221.7792,"S","Mr","C",1,1,1,1
"529",0,3,"male",39,0,0,7.925,"S","Mr","Z",0,1,1,1
"530",0,2,"male",23,2,1,11.5,"S","Mr","Z",0,4,0,1
"531",1,2,"female",2,1,1,26,"S","Miss","Z",0,3,0,0
"532",0,3,"male",36,0,0,7.2292,"C","Mr","Z",0,1,1,1
"533",0,3,"male",17,1,1,7.2292,"C","Mr","Z",0,3,0,0
"534",1,3,"female",41,0,2,22.3583,"C","Mrs","Z",0,3,0,1
"535",0,3,"female",30,0,0,8.6625,"S","Miss","Z",0,1,1,1
"536",1,2,"female",7,0,2,26.25,"S","Miss","Z",0,3,0,0
"537",0,1,"male",45,0,0,26.55,"S","Mr","B",1,1,1,1
"538",1,1,"female",30,0,0,106.425,"C","Miss","Z",0,1,1,1
"539",0,3,"male",36,0,0,14.5,"S","Mr","Z",0,1,1,1
"540",1,1,"female",22,0,2,49.5,"C","Miss","B",1,3,0,1
"541",1,1,"female",36,0,2,71,"S","Miss","B",1,3,0,1
"542",0,3,"female",9,4,2,31.275,"S","Miss","Z",0,7,0,0
"543",0,3,"female",11,4,2,31.275,"S","Miss","Z",0,7,0,0
"544",1,2,"male",32,1,0,26,"S","Mr","Z",0,2,0,1
"545",0,1,"male",50,1,0,106.425,"C","Mr","C",1,2,0,1
"546",0,1,"male",64,0,0,26,"S","Mr","Z",0,1,1,1
"547",1,2,"female",19,1,0,26,"S","Mrs","Z",0,2,0,1
"548",1,2,"male",28,0,0,13.8625,"C","Mr","Z",0,1,1,1
"549",0,3,"male",33,1,1,20.525,"S","Mr","Z",0,3,0,1
"550",1,2,"male",8,1,1,36.75,"S","Master","Z",0,3,0,0
"551",1,1,"male",17,0,2,110.8833,"C","Mr","C",1,3,0,0
"552",0,2,"male",27,0,0,26,"S","Mr","Z",0,1,1,1
"553",0,3,"male",36,0,0,7.8292,"Q","Mr","Z",0,1,1,1
"554",1,3,"male",22,0,0,7.225,"C","Mr","Z",0,1,1,1
"555",1,3,"female",22,0,0,7.775,"S","Miss","Z",0,1,1,1
"556",0,1,"male",62,0,0,26.55,"S","Mr","Z",0,1,1,1
"557",1,1,"female",48,1,0,39.6,"C","Mrs","A",1,2,0,1
"558",0,1,"male",37,0,0,227.525,"C","Mr","Z",0,1,1,1
"559",1,1,"female",39,1,1,79.65,"S","Mrs","E",1,3,0,1
"560",1,3,"female",36,1,0,17.4,"S","Mrs","Z",0,2,0,1
"561",0,3,"male",22,0,0,7.75,"Q","Mr","Z",0,1,1,1
"562",0,3,"male",40,0,0,7.8958,"S","Mr","Z",0,1,1,1
"563",0,2,"male",28,0,0,13.5,"S","Mr","Z",0,1,1,1
"564",0,3,"male",22,0,0,8.05,"S","Mr","Z",0,1,1,1
"565",0,3,"female",14,0,0,8.05,"S","Miss","Z",0,1,1,0
"566",0,3,"male",24,2,0,24.15,"S","Mr","Z",0,3,0,1
"567",0,3,"male",19,0,0,7.8958,"S","Mr","Z",0,1,1,1
"568",0,3,"female",29,0,4,21.075,"S","Mrs","Z",0,5,0,1
"569",0,3,"male",22,0,0,7.2292,"C","Mr","Z",0,1,1,1
"570",1,3,"male",32,0,0,7.8542,"S","Mr","Z",0,1,1,1
"571",1,2,"male",62,0,0,10.5,"S","Mr","Z",0,1,1,1
"572",1,1,"female",53,2,0,51.4792,"S","Mrs","C",1,3,0,1
"573",1,1,"male",36,0,0,26.3875,"S","Mr","E",1,1,1,1
"574",1,3,"female",19,0,0,7.75,"Q","Miss","Z",0,1,1,1
"575",0,3,"male",16,0,0,8.05,"S","Mr","Z",0,1,1,0
"576",0,3,"male",19,0,0,14.5,"S","Mr","Z",0,1,1,1
"577",1,2,"female",34,0,0,13,"S","Miss","Z",0,1,1,1
"578",1,1,"female",39,1,0,55.9,"S","Mrs","E",1,2,0,1
"579",0,3,"female",22,1,0,14.4583,"C","Mrs","Z",0,2,0,1
"580",1,3,"male",32,0,0,7.925,"S","Mr","Z",0,1,1,1
"581",1,2,"female",25,1,1,30,"S","Miss","Z",0,3,0,1
"582",1,1,"female",39,1,1,110.8833,"C","Mrs","C",1,3,0,1
"583",0,2,"male",54,0,0,26,"S","Mr","Z",0,1,1,1
"584",0,1,"male",36,0,0,40.125,"C","Mr","A",1,1,1,1
"585",0,3,"male",31,0,0,8.7125,"C","Mr","Z",0,1,1,1
"586",1,1,"female",18,0,2,79.65,"S","Miss","E",1,3,0,1
"587",0,2,"male",47,0,0,15,"S","Mr","Z",0,1,1,1
"588",1,1,"male",60,1,1,79.2,"C","Mr","B",1,3,0,1
"589",0,3,"male",22,0,0,8.05,"S","Mr","Z",0,1,1,1
"590",0,3,"male",31,0,0,8.05,"S","Mr","Z",0,1,1,1
"591",0,3,"male",35,0,0,7.125,"S","Mr","Z",0,1,1,1
"592",1,1,"female",52,1,0,78.2667,"C","Mrs","D",1,2,0,1
