"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","Deck","HasCabin","Fam","IsAlone","Adult"
"593",0,3,"male",47,0,0,7.25,"S","Mr","Z",0,1,1,1
"594",0,3,"female",21,0,2,7.75,"Q","Miss","Z",0,3,0,1
"595",0,2,"male",37,1,0,26,"S","Mr","Z",0,2,0,1
"596",0,3,"male",36,1,1,24.15,"S","Mr","Z",0,3,0,1
"597",1,2,"female",25,0,0,33,"S","Miss","Z",0,1,1,1
"598",0,3,"male",49,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"599",0,3,"male",18,0,0,7.225,"C","Mr","Z",0,1,1,1
"600",1,1,"male",49,1,0,56.9292,"C","Mr","A",1,2,0,1
"601",1,2,"female",24,2,1,27,"S","Mrs","Z",0,4,0,1
"602",0,3,"male",19,0,0,7.8958,"S","Mr","Z",0,1,1,1
"603",0,1,"male",65,0,0,42.4,"S","Mr","Z",0,1,1,1
"604",0,3,"male",44,0,0,8.05,"S","Mr","Z",0,1,1,1
"605",1,1,"male",35,0,0,26.55,"C","Mr","Z",0,1,1,1
"606",0,3,"male",36,1,0,15.55,"S","Mr","Z",0,2,0,1
"607",0,3,"male",30,0,0,7.8958,"S","Mr","Z",0,1,1,1
"608",1,1,"male",27,0,0,30.5,"S","Mr","Z",0,1,1,1
"609",1,2,"female",22,1,2,41.5792,"C","Mrs","Z",0,4,0,1
"610",1,1,"female",40,0,0,153.4625,"S","Miss","C",1,1,1,1
"611",0,3,"female",39,1,5,31.275,"S","Mrs","Z",0,7,0,1
"612",0,3,"male",22,0,0,7.05,"S","Mr","Z",0,1,1,1
"613",1,3,"female",9,1,0,15.5,"Q","Miss","Z",0,2,0,0
"614",0,3,"male",31,0,0,7.75,"Q","Mr","Z",0,1,1,1
"615",0,3,"male",35,0,0,8.05,"S","Mr","Z",0,1,1,1
"616",1,2,"female",24,1,2,65,"S","Miss","Z",0,4,0,1
"617",0,3,"male",34,1,1,14.4,"S","Mr","Z",0,3,0,1
"618",0,3,"female",26,1,0,16.1,"S","Mrs","Z",0,2,0,1
"619",1,2,"female",4,2,1,39,"S","Miss","F",1,4,0,0
"620",0,2,"male",26,0,0,10.5,"S","Mr","Z",0,1,1,1
"621",0,3,"male",27,1,0,14.4542,"C","Mr","Z",0,2,0,1
"622",1,1,"male",42,1,0,52.5542,"S","Mr","D",1,2,0,1
"623",1,3,"male",20,1,1,15.7417,"C","Mr","Z",0,3,0,1
"624",0,3,"male",21,0,0,7.8542,"S","Mr","Z",0,1,1,1
"625",0,3,"male",21,0,0,16.1,"S","Mr","Z",0,1,1,1
"626",0,1,"male",61,0,0,32.3208,"S","Mr","D",1,1,1,1
"627",0,2,"male",57,0,0,12.35,"Q","Mr","Z",0,1,1,1
"628",1,1,"female",21,0,0,77.9583,"S","Miss","D",1,1,1,1
"629",0,3,"male",26,0,0,7.8958,"S","Mr","Z",0,1,1,1
"630",0,3,"male",31,0,0,7.7333,"Q","Mr","Z",0,1,1,1
"632",0,3,"male",51,0,0,7.0542,"S","Mr","Z",0,1,1,1
"633",1,1,"male",32,0,0,30.5,"C","Mr","B",1,1,1,1
"634",0,1,"male",65,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"635",0,3,"female",9,3,2,27.9,"S","Miss","Z",0,6,0,0
"636",1,2,"female",28,0,0,13,"S","Miss","Z",0,1,1,1
"637",0,3,"male",32,0,0,7.925,"S","Mr","Z",0,1,1,1
"638",0,2,"male",31,1,1,26.25,"S","Mr","Z",0,3,0,1
"639",0,3,"female",41,0,5,39.6875,"S","Mrs","Z",0,6,0,1
"640",0,3,"male",54,1,0,16.1,"S","Mr","Z",0,2,0,1
"641",0,3,"male",20,0,0,7.8542,"S","Mr","Z",0,1,1,1
"642",1,1,"female",24,0,0,69.3,"C","Miss","B",1,1,1,1
"643",0,3,"female",2,3,2,27.9,"S","Miss","Z",0,6,0,0
"644",1,3,"male",31,0,0,56.4958,"S","Mr","Z",0,1,1,1
"645",1,3,"female",0.75,2,1,19.2583,"C","Miss","Z",0,4,0,0
"646",1,1,"male",48,1,0,76.7292,"C","Mr","D",1,2,0,1
"647",0,3,"male",19,0,0,7.8958,"S","Mr","Z",0,1,1,1
"648",1,1,"male",56,0,0,35.5,"C","Mr","A",1,1,1,1
"649",0,3,"male",31,0,0,7.55,"S","Mr","Z",0,1,1,1
"650",1,3,"female",23,0,0,7.55,"S","Miss","Z",0,1,1,1
"651",0,3,"male",22,0,0,7.8958,"S","Mr","Z",0,1,1,1
"652",1,2,"female",18,0,1,23,"S","Miss","Z",0,2,0,1
"653",0,3,"male",21,0,0,8.4333,"S","Mr","Z",0,1,1,1
"654",1,3,"female",19,0,0,7.8292,"Q","Miss","Z",0,1,1,1
"655",0,3,"female",18,0,0,6.75,"Q","Miss","Z",0,1,1,1
"656",0,2,"male",24,2,0,73.5,"S","Mr","Z",0,3,0,1
"657",0,3,"male",22,0,0,7.8958,"S","Mr","Z",0,1,1,1
"658",0,3,"female",32,1,1,15.5,"Q","Mrs","Z",0,3,0,1
"659",0,2,"male",23,0,0,13,"S","Mr","Z",0,1,1,1
"660",0,1,"male",58,0,2,113.275,"C","Mr","D",1,3,0,1
"661",1,1,"male",50,2,0,133.65,"S","Mr","Z",0,3,0,1
"662",0,3,"male",40,0,0,7.225,"C","Mr","Z",0,1,1,1
"663",0,1,"male",47,0,0,25.5875,"S","Mr","E",1,1,1,1
"664",0,3,"male",36,0,0,7.4958,"S","Mr","Z",0,1,1,1
"665",1,3,"male",20,1,0,7.925,"S","Mr","Z",0,2,0,1
"666",0,2,"male",32,2,0,73.5,"S","Mr","Z",0,3,0,1
"667",0,2,"male",25,0,0,13,"S","Mr","Z",0,1,1,1
"668",0,3,"male",18,0,0,7.775,"S","Mr","Z",0,1,1,1
"669",0,3,"male",43,0,0,8.05,"S","Mr","Z",0,1,1,1
"670",1,1,"female",35,1,0,52,"S","Mrs","C",1,2,0,1
"671",1,2,"female",40,1,1,39,"S","Mrs","Z",0,3,0,1
"672",0,1,"male",31,1,0,52,"S","Mr","B",1,2,0,1
"673",0,2,"male",70,0,0,10.5,"S","Mr","Z",0,1,1,1
"674",1,2,"male",31,0,0,13,"S","Mr","Z",0,1,1,1
"675",0,2,"male",28,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"676",0,3,"male",18,0,0,7.775,"S","Mr","Z",0,1,1,1
"677",0,3,"male",24.5,0,0,8.05,"S","Mr","Z",0,1,1,1
"678",1,3,"female",18,0,0,9.8417,"S","Miss","Z",0,1,1,1
"679",0,3,"female",43,1,6,46.9,"S","Mrs","Z",0,8,0,1
"680",1,1,"male",36,0,1,512.3292,"C","Mr","B",1,2,0,1
"681",0,3,"female",25,0,0,8.1375,"Q","Miss","Z",0,1,1,1
"682",1,1,"male",27,0,0,76.7292,"C","Mr","D",1,1,1,1
"683",0,3,"male",20,0,0,9.225,"S","Mr","Z",0,1,1,1
"684",0,3,"male",14,5,2,46.9,"S","Mr","Z",0,8,0,0
"685",0,2,"male",60,1,1,39,"S","Mr","Z",0,3,0,1
"686",0,2,"male",25,1,2,41.5792,"C","Mr","Z",0,4,0,1
"687",0,3,"male",14,4,1,39.6875,"S","Mr","Z",0,6,0,0
"688",0,3,"male",19,0,0,10.1708,"S","Mr","Z",0,1,1,1
"689",0,3,"male",18,0,0,7.7958,"S","Mr","Z",0,1,1,1
"690",1,1,"female",15,0,1,211.3375,"S","Miss","B",1,2,0,0
"691",1,1,"male",31,1,0,57,"S","Mr","B",1,2,0,1
"692",1,3,"female",4,0,1,13.4167,"C","Miss","Z",0,2,0,0
"693",1,3,"male",22,0,0,56.4958,"S","Mr","Z",0,1,1,1
"694",0,3,"male",25,0,0,7.225,"C","Mr","Z",0,1,1,1
"695",0,1,"male",60,0,0,26.55,"S","Mr","Z",0,1,1,1
"696",0,2,"male",52,0,0,13.5,"S","Mr","Z",0,1,1,1
"697",0,3,"male",44,0,0,8.05,"S","Mr","Z",0,1,1,1
"698",1,3,"female",21,0,0,7.7333,"Q","Miss","Z",0,1,1,1
"699",0,1,"male",49,1,1,110.8833,"C","Mr","C",1,3,0,1
"700",0,3,"male",42,0,0,7.65,"S","Mr","F",1,1,1,1
"701",1,1,"female",18,1,0,227.525,"C","Mrs","C",1,2,0,1
"702",1,1,"male",35,0,0,26.2875,"S","Mr","E",1,1,1,1
"703",0,3,"female",18,0,1,14.4542,"C","Miss","Z",0,2,0,1
"704",0,3,"male",25,0,0,7.7417,"Q","Mr","Z",0,1,1,1
"705",0,3,"male",26,1,0,7.8542,"S","Mr","Z",0,2,0,1
"706",0,2,"male",39,0,0,26,"S","Mr","Z",0,1,1,1
"707",1,2,"female",45,0,0,13.5,"S","Mrs","Z",0,1,1,1
"708",1,1,"male",42,0,0,26.2875,"S","Mr","E",1,1,1,1
"709",1,1,"female",22,0,0,151.55,"S","Miss","Z",0,1,1,1
"710",1,3,"male",9,1,1,15.2458,"C","Master","Z",0,3,0,0
"711",1,1,"female",24,0,0,49.5042,"C","Mrs","C",1,1,1,1
"712",0,1,"male",54,0,0,26.55,"S","Mr","C",1,1,1,1
"713",1,1,"male",48,1,0,52,"S","Mr","C",1,2,0,1
"714",0,3,"male",29,0,0,9.4833,"S","Mr","Z",0,1,1,1
"715",0,2,"male",52,0,0,13,"S","Mr","Z",0,1,1,1
"716",0,3,"male",19,0,0,7.65,"S","Mr","F",1,1,1,1
"717",1,1,"female",38,0,0,227.525,"C","Miss","C",1,1,1,1
"718",1,2,"female",27,0,0,10.5,"S","Miss","E",1,1,1,1
"719",0,3,"male",22,0,0,15.5,"Q","Mr","Z",0,1,1,1
"720",0,3,"male",33,0,0,7.775,"S","Mr","Z",0,1,1,1
"721",1,2,"female",6,0,1,33,"S","Miss","Z",0,2,0,0
"722",0,3,"male",17,1,0,7.0542,"S","Mr","Z",0,2,0,0
"723",0,2,"male",34,0,0,13,"S","Mr","Z",0,1,1,1
"724",0,2,"male",50,0,0,13,"S","Mr","Z",0,1,1,1
"725",1,1,"male",27,1,0,53.1,"S","Mr","E",1,2,0,1
"726",0,3,"male",20,0,0,8.6625,"S","Mr","Z",0,1,1,1
"727",1,2,"female",30,3,0,21,"S","Mrs","Z",0,4,0,1
"728",1,3,"female",21,0,0,7.7375,"Q","Miss","Z",0,1,1,1
"729",0,2,"male",25,1,0,26,"S","Mr","Z",0,2,0,1
"730",0,3,"female",25,1,0,7.925,"S","Miss","Z",0,2,0,1
"731",1,1,"female",29,0,0,211.3375,"S","Miss","B",1,1,1,1
"732",0,3,"male",11,0,0,18.7875,"C","Mr","Z",0,1,1,0
"733",0,2,"male",19,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"734",0,2,"male",23,0,0,13,"S","Mr","Z",0,1,1,1
"735",0,2,"male",23,0,0,13,"S","Mr","Z",0,1,1,1
"736",0,3,"male",28.5,0,0,16.1,"S","Mr","Z",0,1,1,1
"737",0,3,"female",48,1,3,34.375,"S","Mrs","Z",0,5,0,1
"738",1,1,"male",35,0,0,512.3292,"C","Mr","B",1,1,1,1
"739",0,3,"male",18,0,0,7.8958,"S","Mr","Z",0,1,1,1
"740",0,3,"male",19,0,0,7.8958,"S","Mr","Z",0,1,1,1
"741",1,1,"male",36,0,0,30,"S","Mr","D",1,1,1,1
"742",0,1,"male",36,1,0,78.85,"S","Mr","C",1,2,0,1
"743",1,1,"female",21,2,2,262.375,"C","Miss","B",1,5,0,1
"744",0,3,"male",24,1,0,16.1,"S","Mr","Z",0,2,0,1
"745",1,3,"male",31,0,0,7.925,"S","Mr","Z",0,1,1,1
"746",0,1,"male",70,1,1,71,"S","Mr","B",1,3,0,1
"747",0,3,"male",16,1,1,20.25,"S","Mr","Z",0,3,0,0
"748",1,2,"female",30,0,0,13,"S","Miss","Z",0,1,1,1
"749",0,1,"male",19,1,0,53.1,"S","Mr","D",1,2,0,1
"750",0,3,"male",31,0,0,7.75,"Q","Mr","Z",0,1,1,1
"751",1,2,"female",4,1,1,23,"S","Miss","Z",0,3,0,0
"752",1,3,"male",6,0,1,12.475,"S","Master","E",1,2,0,0
"753",0,3,"male",33,0,0,9.5,"S","Mr","Z",0,1,1,1
"754",0,3,"male",23,0,0,7.8958,"S","Mr","Z",0,1,1,1
"755",1,2,"female",48,1,2,65,"S","Mrs","Z",0,4,0,1
"756",1,2,"male",0.67,1,1,14.5,"S","Master","Z",0,3,0,0
"757",0,3,"male",28,0,0,7.7958,"S","Mr","Z",0,1,1,1
"758",0,2,"male",18,0,0,11.5,"S","Mr","Z",0,1,1,1
"759",0,3,"male",34,0,0,8.05,"S","Mr","Z",0,1,1,1
"760",1,1,"female",33,0,0,86.5,"S","Mrs","B",1,1,1,1
"761",0,3,"male",22,0,0,14.5,"S","Mr","Z",0,1,1,1
"762",0,3,"male",41,0,0,7.125,"S","Mr","Z",0,1,1,1
"763",1,3,"male",20,0,0,7.2292,"C","Mr","Z",0,1,1,1
"764",1,1,"female",36,1,2,120,"S","Mrs","B",1,4,0,1
"765",0,3,"male",16,0,0,7.775,"S","Mr","Z",0,1,1,0
"766",1,1,"female",51,1,0,77.9583,"S","Mrs","D",1,2,0,1
"767",0,1,"male",24,0,0,39.6,"C","Mr","Z",0,1,1,1
"768",0,3,"female",30.5,0,0,7.75,"Q","Miss","Z",0,1,1,1
"769",0,3,"male",31,1,0,24.15,"Q","Mr","Z",0,2,0,1
"770",0,3,"male",32,0,0,8.3625,"S","Mr","Z",0,1,1,1
"771",0,3,"male",24,0,0,9.5,"S","Mr","Z",0,1,1,1
"772",0,3,"male",48,0,0,7.8542,"S","Mr","Z",0,1,1,1
"773",0,2,"female",57,0,0,10.5,"S","Mrs","E",1,1,1,1
"774",0,3,"male",36,0,0,7.225,"C","Mr","Z",0,1,1,1
"775",1,2,"female",54,1,3,23,"S","Mrs","Z",0,5,0,1
"776",0,3,"male",18,0,0,7.75,"S","Mr","Z",0,1,1,1
"777",0,3,"male",31,0,0,7.75,"Q","Mr","F",1,1,1,1
"778",1,3,"female",5,0,0,12.475,"S","Miss","Z",0,1,1,0
"779",0,3,"male",19,0,0,7.7375,"Q","Mr","Z",0,1,1,1
"780",1,1,"female",43,0,1,211.3375,"S","Mrs","B",1,2,0,1
"781",1,3,"female",13,0,0,7.2292,"C","Miss","Z",0,1,1,0
"782",1,1,"female",17,1,0,57,"S","Mrs","B",1,2,0,0
"783",0,1,"male",29,0,0,30,"S","Mr","D",1,1,1,1
"784",0,3,"male",45,1,2,23.45,"S","Mr","Z",0,4,0,1
"785",0,3,"male",25,0,0,7.05,"S","Mr","Z",0,1,1,1
"786",0,3,"male",25,0,0,7.25,"S","Mr","Z",0,1,1,1
"787",1,3,"female",18,0,0,7.4958,"S","Miss","Z",0,1,1,1
"788",0,3,"male",8,4,1,29.125,"Q","Master","Z",0,6,0,0
"789",1,3,"male",1,1,2,20.575,"S","Master","Z",0,4,0,0
"790",0,1,"male",46,0,0,79.2,"C","Mr","B",1,1,1,1
"791",0,3,"male",36,0,0,7.75,"Q","Mr","Z",0,1,1,1
"792",0,2,"male",16,0,0,26,"S","Mr","Z",0,1,1,0
"793",0,3,"female",9,8,2,69.55,"S","Miss","Z",0,11,0,0
"794",0,1,"male",23,0,0,30.6958,"C","Mr","Z",0,1,1,1
"795",0,3,"male",25,0,0,7.8958,"S","Mr","Z",0,1,1,1
"796",0,2,"male",39,0,0,13,"S","Mr","Z",0,1,1,1
"797",1,1,"female",49,0,0,25.9292,"S","Mrs","D",1,1,1,1
"798",1,3,"female",31,0,0,8.6833,"S","Mrs","Z",0,1,1,1
"799",0,3,"male",30,0,0,7.2292,"C","Mr","Z",0,1,1,1
"800",0,3,"female",30,1,1,24.15,"S","Mrs","Z",0,3,0,1
"801",0,2,"male",34,0,0,13,"S","Mr","Z",0,1,1,1
"802",1,2,"female",31,1,1,26.25,"S","Mrs","Z",0,3,0,1
"803",1,1,"male",11,1,2,120,"S","Master","B",1,4,0,0
"804",1,3,"male",0.42,0,1,8.5167,"C","Master","Z",0,2,0,0
"805",1,3,"male",27,0,0,6.975,"S","Mr","Z",0,1,1,1
"806",0,3,"male",31,0,0,7.775,"S","Mr","Z",0,1,1,1
"807",0,1,"male",39,0,0,22.1178868852459,"S","Mr","A",1,1,1,1
"808",0,3,"female",18,0,0,7.775,"S","Miss","Z",0,1,1,1
"809",0,2,"male",39,0,0,13,"S","Mr","Z",0,1,1,1
"810",1,1,"female",33,1,0,53.1,"S","Mrs","E",1,2,0,1
"811",0,3,"male",26,0,0,7.8875,"S","Mr","Z",0,1,1,1
"812",0,3,"male",39,0,0,24.15,"S","Mr","Z",0,1,1,1
"813",0,2,"male",35,0,0,10.5,"S","Mr","Z",0,1,1,1
"814",0,3,"female",6,4,2,31.275,"S","Miss","Z",0,7,0,0
"815",0,3,"male",30.5,0,0,8.05,"S","Mr","Z",0,1,1,1
"816",0,1,"male",51,0,0,22.1178868852459,"S","Mr","B",1,1,1,1
"817",0,3,"female",23,0,0,7.925,"S","Miss","Z",0,1,1,1
"818",0,2,"male",31,1,1,37.0042,"C","Mr","Z",0,3,0,1
"819",0,3,"male",43,0,0,6.45,"S","Mr","Z",0,1,1,1
"820",0,3,"male",10,3,2,27.9,"S","Master","Z",0,6,0,0
"821",1,1,"female",52,1,1,93.5,"S","Mrs","B",1,3,0,1
"822",1,3,"male",27,0,0,8.6625,"S","Mr","Z",0,1,1,1
"823",0,1,"male",38,0,0,22.1178868852459,"S","Mr","Z",0,1,1,1
"824",1,3,"female",27,0,1,12.475,"S","Mrs","E",1,2,0,1
"825",0,3,"male",2,4,1,39.6875,"S","Master","Z",0,6,0,0
"826",0,3,"male",36,0,0,6.95,"Q","Mr","Z",0,1,1,1
"827",0,3,"male",18,0,0,56.4958,"S","Mr","Z",0,1,1,1
"828",1,2,"male",1,0,2,37.0042,"C","Master","Z",0,3,0,0
"829",1,3,"male",31,0,0,7.75,"Q","Mr","Z",0,1,1,1
"830",1,1,"female",62,0,0,80,"S","Mrs","B",1,1,1,1
"831",1,3,"female",15,1,0,14.4542,"C","Mrs","Z",0,2,0,0
"832",1,2,"male",0.83,1,1,18.75,"S","Master","Z",0,3,0,0
"833",0,3,"male",31,0,0,7.2292,"C","Mr","Z",0,1,1,1
"834",0,3,"male",23,0,0,7.8542,"S","Mr","Z",0,1,1,1
"835",0,3,"male",18,0,0,8.3,"S","Mr","Z",0,1,1,1
"836",1,1,"female",39,1,1,83.1583,"C","Miss","E",1,3,0,1
"837",0,3,"male",21,0,0,8.6625,"S","Mr","Z",0,1,1,1
"838",0,3,"male",36,0,0,8.05,"S","Mr","Z",0,1,1,1
"839",1,3,"male",32,0,0,56.4958,"S","Mr","Z",0,1,1,1
"840",1,1,"male",54,0,0,29.7,"C","Mr","C",1,1,1,1
"841",0,3,"male",20,0,0,7.925,"S","Mr","Z",0,1,1,1
"842",0,2,"male",16,0,0,10.5,"S","Mr","Z",0,1,1,0
"843",1,1,"female",30,0,0,31,"C","Miss","Z",0,1,1,1
"844",0,3,"male",34.5,0,0,6.4375,"C","Mr","Z",0,1,1,1
"845",0,3,"male",17,0,0,8.6625,"S","Mr","Z",0,1,1,0
"846",0,3,"male",42,0,0,7.55,"S","Mr","Z",0,1,1,1
"847",0,3,"male",4,8,2,69.55,"S","Mr","Z",0,11,0,0
"848",0,3,"male",35,0,0,7.8958,"C","Mr","Z",0,1,1,1
"849",0,2,"male",28,0,1,33,"S","Mr","Z",0,2,0,1
"850",1,1,"female",60,1,0,89.1042,"C","Mrs","C",1,2,0,1
"851",0,3,"male",4,4,2,31.275,"S","Master","Z",0,7,0,0
"852",0,3,"male",74,0,0,7.775,"S","Mr","Z",0,1,1,1
"853",0,3,"female",9,1,1,15.2458,"C","Miss","Z",0,3,0,0
"854",1,1,"female",16,0,1,39.4,"S","Miss","D",1,2,0,0
"855",0,2,"female",44,1,0,26,"S","Mrs","Z",0,2,0,1
"856",1,3,"female",18,0,1,9.35,"S","Mrs","Z",0,2,0,1
"857",1,1,"female",45,1,1,164.8667,"S","Mrs","Z",0,3,0,1
"858",1,1,"male",51,0,0,26.55,"S","Mr","E",1,1,1,1
"859",1,3,"female",24,0,3,19.2583,"C","Mrs","Z",0,4,0,1
"860",0,3,"male",18,0,0,7.2292,"C","Mr","Z",0,1,1,1
"861",0,3,"male",41,2,0,14.1083,"S","Mr","Z",0,3,0,1
"862",0,2,"male",21,1,0,11.5,"S","Mr","Z",0,2,0,1
"863",1,1,"female",48,0,0,25.9292,"S","Mrs","D",1,1,1,1
"864",0,3,"female",9,8,2,69.55,"S","Miss","Z",0,11,0,0
"865",0,2,"male",24,0,0,13,"S","Mr","Z",0,1,1,1
"866",1,2,"female",42,0,0,13,"S","Mrs","Z",0,1,1,1
"867",1,2,"female",27,1,0,13.8583,"C","Miss","Z",0,2,0,1
"868",0,1,"male",31,0,0,50.4958,"S","Mr","A",1,1,1,1
"869",0,3,"male",18,0,0,9.5,"S","Mr","Z",0,1,1,1
"870",1,3,"male",4,1,1,11.1333,"S","Master","Z",0,3,0,0
"871",0,3,"male",26,0,0,7.8958,"S","Mr","Z",0,1,1,1
"872",1,1,"female",47,1,1,52.5542,"S","Mrs","D",1,3,0,1
"873",0,1,"male",33,0,0,5,"S","Mr","B",1,1,1,1
"874",0,3,"male",47,0,0,9,"S","Mr","Z",0,1,1,1
"875",1,2,"female",28,1,0,24,"C","Mrs","Z",0,2,0,1
"876",1,3,"female",15,0,0,7.225,"C","Miss","Z",0,1,1,0
"877",0,3,"male",20,0,0,9.8458,"S","Mr","Z",0,1,1,1
"878",0,3,"male",19,0,0,7.8958,"S","Mr","Z",0,1,1,1
"879",0,3,"male",31,0,0,7.8958,"S","Mr","Z",0,1,1,1
"880",1,1,"female",56,0,1,83.1583,"C","Mrs","C",1,2,0,1
"881",1,2,"female",25,0,1,26,"S","Mrs","Z",0,2,0,1
"882",0,3,"male",33,0,0,7.8958,"S","Mr","Z",0,1,1,1
"883",0,3,"female",22,0,0,10.5167,"S","Miss","Z",0,1,1,1
"884",0,2,"male",28,0,0,10.5,"S","Mr","Z",0,1,1,1
"885",0,3,"male",25,0,0,7.05,"S","Mr","Z",0,1,1,1
"886",0,3,"female",39,0,5,29.125,"Q","Mrs","Z",0,6,0,1
"887",0,2,"male",27,0,0,13,"S","Mr","Z",0,1,1,1
"888",1,1,"female",19,0,0,30,"S","Miss","B",1,1,1,1
"889",0,3,"female",11,1,2,23.45,"S","Miss","Z",0,4,0,0
"890",1,1,"male",26,0,0,30,"C","Mr","C",1,1,1,1
"891",0,3,"male",32,0,0,7.75,"Q","Mr","Z",0,1,1,1
